(5184, 384)
(5184, 416)
(5216, 384)
(5216, 416)
(5248, 384)
(5248, 416)
(5280, 384)
(5280, 416)
(5312, 384)
(5312, 416)
(5344, 384)
(5344, 416)
(5376, 384)
(5376, 416)
(5408, 384)
(5408, 416)
(5440, 384)
(5440, 416)
(5472, 384)
(5472, 416)
(5504, 384)
(5504, 416)
(5536, 384)
(5536, 416)
(5568, 384)
(5568, 416)
(5600, 384)
(5600, 416)
(5632, 384)
(5632, 416)
(5664, 384)
(5664, 416)
(5696, 384)
(5696, 416)
(5728, 384)
(5728, 416)
(5760, 384)
(5760, 416)
(5792, 384)
(5792, 416)
(5824, 384)
(5824, 416)
(5856, 384)
(5856, 416)
(5888, 384)
(5888, 416)
(5920, 384)
(5920, 416)
(5952, 384)
(5952, 416)
(5984, 384)
(5984, 416)
(6016, 384)
(6016, 416)
(6048, 384)
(6048, 416)
(6080, 384)
(6080, 416)
(6112, 384)
(6112, 416)
(6144, 384)
(6144, 416)
(6176, 384)
(6176, 416)
(6208, 384)
(6208, 416)
(6240, 384)
(6240, 416)
(6272, 384)
(6272, 416)
(6304, 384)
(6304, 416)
(6336, 384)
(6336, 416)
(6368, 384)
(6368, 416)
(6400, 384)
(6400, 416)
(6432, 384)
(6432, 416)
(6464, 384)
(6464, 416)
(6496, 384)
(6496, 416)
(6528, 384)
(6528, 416)
(6560, 384)
(6560, 416)
(6592, 384)
(6592, 416)
(6624, 384)
(6624, 416)
(6656, 384)
(6656, 416)
(6688, 384)
(6688, 416)
(6720, 384)
(6720, 416)
(0, 314)
(512, 346)
(1536, 314)
(2048, 346)
(3072, 314)
(3584, 346)
(4608, 314)
(5120, 346)
(6144, 314)
(6656, 346)
(368, 352)
(752, 352)
(1328, 352)
(1904, 352)
(2288, 352)
(2864, 352)
(3440, 352)
(3824, 352)
(4402, 352)
(5042, 352)
(5360, 352)
(6576, 352)
(272, 352)
(624, 352)
(880, 96)
(1168, 64)
(1808, 352)
(2160, 352)
(2416, 96)
(2704, 64)
(3344, 352)
(3696, 352)
(3952, 96)
(4240, 64)
(4880, 352)
(5232, 352)
(5488, 96)
(5776, 64)
(6416, 352)
(896, 320)
(1216, 288)
(1472, 256)
(1824, 256)
(5216, 320)
(5728, 320)
(4288, 256)
(4480, 256)
(4736, 256)
(4960, 256)
(5792, 128)
(512, 288)
(672, 288)
(736, 288)
(2496, 288)
(3392, 288)
(3488, 288)
(3584, 288)
(5440, 288)
(704, 160)
(3008, 160)
(3488, 160)
(4128, 160)
(4160, 160)
(1280, 352)
(3106, 352)
